"","Station Number","Sample Code","CollectionDate","Data Owner","Data Status","Collection Date","Analyte","CAS Reg Number","Lab Dup","Result","Rpt Limit","Units","Method","Depth","Matrix","Sample Type","Parent Sample","Description","Notes","Result Rejected"
"697","E3S80192049","EL0419B0163",2019-04-03 13:00:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 13:00","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.24","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"698","E3S80192049","EL0419B0163",2019-04-03 13:00:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 13:00","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"699","E3S80192049","EL0419B0163",2019-04-03 13:00:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 13:00","Total Kjeldahl Nitrogen","TKN",NA,"0.5","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"700","E3S80192049","EL0419B0163",2019-04-03 13:00:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 13:00","Dissolved ortho-Phosphate","14265-44-2",NA,"0.061","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"701","E3S80212052","EL0419B0164",2019-04-03 13:40:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 13:40","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.26","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"702","E3S80212052","EL0419B0164",2019-04-03 13:40:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 13:40","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"703","E3S80212052","EL0419B0164",2019-04-03 13:40:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 13:40","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"704","E3S80212052","EL0419B0164",2019-04-03 13:40:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 13:40","Dissolved ortho-Phosphate","14265-44-2",NA,"0.067","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"705","E3S811920110","EL0419B0143",2019-04-03 14:05:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:05","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"1.4","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"706","E3S811920110","EL0419B0143",2019-04-03 14:05:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:05","Total Phosphorus","7723-14-0",NA,"0.59","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"707","E3S811920110","EL0419B0143",2019-04-03 14:05:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:05","Total Phosphorus","7723-14-0","Y","0.58","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"708","E3S811920110","EL0419B0143",2019-04-03 14:05:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:05","Total Kjeldahl Nitrogen","TKN","Y","1.28","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"709","E3S811920110","EL0419B0143",2019-04-03 14:05:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:05","Total Kjeldahl Nitrogen","TKN",NA,"1.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"710","E3S811920110","EL0419B0143",2019-04-03 14:05:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:05","Dissolved ortho-Phosphate","14265-44-2",NA,"0.402","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"711","E3S81182017","EL0419B0144",2019-04-03 14:20:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:20","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.86","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"712","E3S81182017","EL0419B0144",2019-04-03 14:20:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:20","Total Phosphorus","7723-14-0",NA,"0.36","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"713","E3S81182017","EL0419B0144",2019-04-03 14:20:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:20","Total Kjeldahl Nitrogen","TKN",NA,"0.995","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"714","E3S81182017","EL0419B0144",2019-04-03 14:20:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:20","Dissolved ortho-Phosphate","14265-44-2",NA,"0.254","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"715","E3S811720110","EL0419B0145",2019-04-03 14:35:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:35","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.38","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"716","E3S811720110","EL0419B0145",2019-04-03 14:35:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:35","Total Phosphorus","7723-14-0",NA,"0.15","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"717","E3S811720110","EL0419B0145",2019-04-03 14:35:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:35","Total Kjeldahl Nitrogen","TKN",NA,"0.437","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"718","E3S811720110","EL0419B0145",2019-04-03 14:35:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:35","Dissolved ortho-Phosphate","14265-44-2",NA,"0.115","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"719","E3S80462003","EL0419B0162",2019-04-03 14:52:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:52","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.2","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"720","E3S80462003","EL0419B0162",2019-04-03 14:52:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:52","Total Phosphorus","7723-14-0",NA,"0.07","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"721","E3S80462003","EL0419B0162",2019-04-03 14:52:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:52","Total Kjeldahl Nitrogen","TKN",NA,"0.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"722","E3S80462003","EL0419B0162",2019-04-03 14:52:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 14:52","Dissolved ortho-Phosphate","14265-44-2",NA,"0.055","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"723","E3S80482010","EL0419B0159",2019-04-03 15:18:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 15:18","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.183","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"724","E3S80482010","EL0419B0159",2019-04-03 15:18:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 15:18","Total Phosphorus","7723-14-0",NA,"0.078","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"725","E3S80482010","EL0419B0159",2019-04-03 15:18:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 15:18","Total Kjeldahl Nitrogen","TKN",NA,"0.318","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"726","E3S80482010","EL0419B0159",2019-04-03 15:18:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 15:18","Dissolved ortho-Phosphate","14265-44-2",NA,"0.063","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"727","E3S804102007","EL0419B0160",2019-04-03 15:34:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 15:34","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.16","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"728","E3S804102007","EL0419B0160",2019-04-03 15:34:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 15:34","Total Phosphorus","7723-14-0",NA,"0.1","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"729","E3S804102007","EL0419B0160",2019-04-03 15:34:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 15:34","Total Kjeldahl Nitrogen","TKN",NA,"0.372","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"730","E3S804102007","EL0419B0160",2019-04-03 15:34:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 15:34","Dissolved ortho-Phosphate","14265-44-2",NA,"0.072","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"731","E3S80462005","EL0419B0161",2019-04-03 15:55:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 15:55","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.18","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"732","E3S80462005","EL0419B0161",2019-04-03 15:55:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 15:55","Total Phosphorus","7723-14-0",NA,"0.07","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"733","E3S80462005","EL0419B0161",2019-04-03 15:55:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 15:55","Total Kjeldahl Nitrogen","TKN",NA,"0.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"734","E3S80462005","EL0419B0161",2019-04-03 15:55:00,"0311","1000 - Non-Public, Review Status Unknown","04/03/2019 15:55","Dissolved ortho-Phosphate","14265-44-2",NA,"0.06","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"735","Blank; Equipment (ID:47718","EL0419B0167",2019-04-03 17:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","E3S80192066","EL0419B0190",2019-04-08 07:09:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 07:09","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.32","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,"Sample  EL0419B0190 was originally batched with Batch: 66766.","N"
"737","E3S80192066","EL0419B0190",2019-04-08 07:09:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 07:09","Total Phosphorus","7723-14-0",NA,"0.11","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"738","E3S80192066","EL0419B0190",2019-04-08 07:09:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 07:09","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"739","E3S80192066","EL0419B0190",2019-04-08 07:09:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 07:09","Dissolved ortho-Phosphate","14265-44-2",NA,"0.07","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"740","B9S80231523","EL0419B0181",2019-04-08 08:53:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 08:53","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.18","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,"Sample  EL0419B0181 was originally batched with Batch: 66766.","N"
"741","B9S80231523","EL0419B0181",2019-04-08 08:53:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 08:53","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"742","B9S80231523","EL0419B0181",2019-04-08 08:53:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 08:53","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"743","B9S80231523","EL0419B0181",2019-04-08 08:53:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 08:53","Dissolved ortho-Phosphate","14265-44-2",NA,"0.063","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"744","B9S80221524","EL0419B0182",2019-04-08 09:37:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 09:37","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.18","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,"Sample  EL0419B0182 was originally batched with Batch: 66766.","N"
"745","B9S80221524","EL0419B0182",2019-04-08 09:37:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 09:37","Total Phosphorus","7723-14-0",NA,"0.08","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"746","B9S80221524","EL0419B0182",2019-04-08 09:37:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 09:37","Total Kjeldahl Nitrogen","TKN",NA,"0.307","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"747","B9S80221524","EL0419B0182",2019-04-08 09:37:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 09:37","Dissolved ortho-Phosphate","14265-44-2",NA,"0.06","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"748","E3S81071545","EL0419B0180",2019-04-08 10:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","B9S80241522","EL0419B0183",2019-04-08 10:40:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 10:40","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.12","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,"Sample  EL0419B0183 was originally batched with Batch: 66766.","N"
"750","B9S80241522","EL0419B0183",2019-04-08 10:40:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 10:40","Total Phosphorus","7723-14-0",NA,"0.1","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"751","B9S80241522","EL0419B0183",2019-04-08 10:40:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 10:40","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"752","B9S80241522","EL0419B0183",2019-04-08 10:40:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 10:40","Dissolved ortho-Phosphate","14265-44-2",NA,"0.082","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"753","E3S80192049","EL0419B0188",2019-04-08 12:47:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 12:47","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.39","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,"Sample  EL0419B0188 was originally batched with Batch: 66766.","N"
"754","E3S80192049","EL0419B0188",2019-04-08 12:47:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 12:47","Total Phosphorus","7723-14-0",NA,"0.21","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"755","E3S80192049","EL0419B0188",2019-04-08 12:47:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 12:47","Total Kjeldahl Nitrogen","TKN",NA,"0.6","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"756","E3S80192049","EL0419B0188",2019-04-08 12:47:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 12:47","Dissolved ortho-Phosphate","14265-44-2",NA,"0.067","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"757","E3S80212052","EL0419B0189",2019-04-08 13:44:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 13:44","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.27","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,"Sample  EL0419B0189 was originally batched with Batch: 66766.","N"
"758","E3S80212052","EL0419B0189",2019-04-08 13:44:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 13:44","Total Phosphorus","7723-14-0",NA,"0.13","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"759","E3S80212052","EL0419B0189",2019-04-08 13:44:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 13:44","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"760","E3S80212052","EL0419B0189",2019-04-08 13:44:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 13:44","Dissolved ortho-Phosphate","14265-44-2",NA,"0.076","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"761","E3S80462003","EL0419B0187",2019-04-08 14:32:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 14:32","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.18","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,"Sample  EL0419B0187 was originally batched with Batch: 66766.","N"
"762","E3S80462003","EL0419B0187",2019-04-08 14:32:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 14:32","Total Phosphorus","7723-14-0",NA,"0.06","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"763","E3S80462003","EL0419B0187",2019-04-08 14:32:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 14:32","Total Kjeldahl Nitrogen","TKN",NA,"0.312","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"764","E3S80462003","EL0419B0187",2019-04-08 14:32:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 14:32","Dissolved ortho-Phosphate","14265-44-2",NA,"<0.05","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"765","Blank; Equipment (ID:47718","EL0419B0192",2019-04-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","E3S80482010","EL0419B0184",2019-04-08 15:57:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 15:57","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.2","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,"Sample  EL0419B0184 was originally batched with Batch: 66766.","N"
"767","E3S80482010","EL0419B0184",2019-04-08 15:57:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 15:57","Total Phosphorus","7723-14-0",NA,"0.062","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"768","E3S80482010","EL0419B0184",2019-04-08 15:57:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 15:57","Total Kjeldahl Nitrogen","TKN",NA,"0.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"769","E3S80482010","EL0419B0184",2019-04-08 15:57:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 15:57","Dissolved ortho-Phosphate","14265-44-2",NA,"0.052","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"770","E3S804102007","EL0419B0185",2019-04-08 16:29:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 16:29","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.19","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,"Sample  EL0419B0185 was originally batched with Batch: 66766.","N"
"771","E3S804102007","EL0419B0185",2019-04-08 16:29:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 16:29","Total Phosphorus","7723-14-0",NA,"0.07","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"772","E3S804102007","EL0419B0185",2019-04-08 16:29:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 16:29","Total Kjeldahl Nitrogen","TKN",NA,"0.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"773","E3S804102007","EL0419B0185",2019-04-08 16:29:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 16:29","Dissolved ortho-Phosphate","14265-44-2",NA,"0.051","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"774","E3S80462005","EL0419B0186",2019-04-08 17:02:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 17:02","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.184","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,"Sample  EL0419B0186 was originally batched with Batch: 66766.","N"
"775","E3S80462005","EL0419B0186",2019-04-08 17:02:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 17:02","Total Phosphorus","7723-14-0",NA,"0.07","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"776","E3S80462005","EL0419B0186",2019-04-08 17:02:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 17:02","Total Kjeldahl Nitrogen","TKN",NA,"0.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"777","E3S80462005","EL0419B0186",2019-04-08 17:02:00,"0311","1000 - Non-Public, Review Status Unknown","04/08/2019 17:02","Dissolved ortho-Phosphate","14265-44-2",NA,"0.059","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"778","E3S81191549","EL0419B0171",2019-04-09 09:40:00,"0311","1000 - Non-Public, Review Status Unknown","04/09/2019 09:40","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.33","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"779","E3S81191549","EL0419B0171",2019-04-09 09:40:00,"0311","1000 - Non-Public, Review Status Unknown","04/09/2019 09:40","Total Phosphorus","7723-14-0",NA,"0.245","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"780","E3S81191549","EL0419B0171",2019-04-09 09:40:00,"0311","1000 - Non-Public, Review Status Unknown","04/09/2019 09:40","Total Kjeldahl Nitrogen","TKN",NA,"1.22","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"781","E3S81191549","EL0419B0171",2019-04-09 09:40:00,"0311","1000 - Non-Public, Review Status Unknown","04/09/2019 09:40","Dissolved ortho-Phosphate","14265-44-2",NA,"0.063","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"782","E3S811101550","EL0419B0172",2019-04-09 10:45:00,"0311","1000 - Non-Public, Review Status Unknown","04/09/2019 10:45","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.33","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"783","E3S811101550","EL0419B0172",2019-04-09 10:45:00,"0311","1000 - Non-Public, Review Status Unknown","04/09/2019 10:45","Total Phosphorus","7723-14-0",NA,"0.24","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
